SKU,name,description,price,meta_description,meta_keywords,tax_category_id,shipping_category_id,count_on_hand,product_properties,taxons,blendable_taxon_ids,images
"TBIOF-0032","Makaibari Estate 2nd Flush Darjeeling Loose Leaf Tea","<h3>Description</h3> <p>Uniq Teas Makaibari Estate 2nd Flush Loose Leaf Tea travels from the well-known Makaibari estate in India and is from the second spring harvest is also known as the second flush.  Uniq Teas Makaibari Estate 2nd Flush Tea brings a stronger body tea. A bold astringency and deep-scented aroma,    UniqTeas Makaibari Estate 2nd Flush Darjeeling Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Second Flush Darjeeling tea from Makaibari Estate.</p>","23.25","Select Makaibari Estate 2nd Flush Darjeeling Loose Leaf Tea and other Darjeeling black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Makaibari Estate 2nd Flush Darjeeling Loose Leaf Tea,Darjeeling","698318840","727197546","20000","","Categories>India","",""
"TBVNN-0033","Mango Loose Leaf Tea","<h3>Description</h3> <p>Uniq Teas Mango black Loose Leaf Tea is a sweet fruity blend. Hindu legend recounts the story of the mango tree growing from the ashes of the sun princess, who had been incinerated by an evil sorceress. When the mango ripened and fell to the ground, the beautiful princess emerged again. Our bestselling Mango Black tea combines the natural citrusy quality of premium black tea with the flavor of perfectly ripened mangoes. Juicy texture, creamy-dry finish with great floral aromatics and candy sweetness. Uniq Teas is a great place tp shop fpr teas and buy teas.                                   UniqTeas Mango Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>taiwanese oolong tea.</p>","11.25","Select Mango Loose Leaf Tea and other Mango Tea black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Mango Loose Leaf Tea,Mango Tea","698318840","727197546","20000","Sweetness:3|Fruity:5|Nutty:0|Vegetal:0|Woody:0|Aroma:4|Spicy:0|Floral: 0|Strength:4","Categories>Flavored Tea> Flavored Black Tea","",""
"TBVNN-0034","Mango Tango Loose Leaf Tea","<h3>Description</h3> <p>Uniq Teas Mango Tango Black Loose leaf Tea has the candied sweetness of juicy ripened mangoes paired with the strength and character of a brisk black Ceylon to deliver a tea that will make you want to dance the tango.  Fantastic when iced. uniq Teas is a great place to shop for teas and buy teas.   UniqTeas Mango Tango Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Black tea with mango pieces, orange peel, and mango flavoring.</p>","12","Select Mango Tango Loose Leaf Tea and other Mango Tea black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Mango Tango Loose Leaf Tea,Mango Tea","698318840","727197546","20000","","Categories>Flavored Tea> Flavored Black Tea","",""
"TBINN-0035","Nilgiri Tiger Hill Loose Leaf Tea","<h3>Description</h3> <p>Uniq Teas Nilgiri Black Loose Leaf teas from the Tiger Hill Estate is a great black tea. Tiger Hill is one of the most prominent Nilgiri gardens known for its unique flavor. Tiger Hill Estate has been producing tea since 1971 with 640 acres under cultivation. Virtually all of the tea bushes on the estate are clones from select ""mother bushes."" Uniq Teas is a great place to shop for tea and but tea.   UniqTeas Nilgiri Tiger Hill Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Indian tea from nilgiri region Tiger Hill Estate.</p>","11.25","Select Nilgiri Tiger Hill Loose Leaf Tea and other Nilgiri black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Nilgiri Tiger Hill Loose Leaf Tea,Nilgiri","698318840","727197546","20000","","Categories>India","",""
"TBCNN-0036","Orange Cinnamon Spice Loose Leaf Tea","<h3>Description</h3> <p>Uniq Teas Orange Cinnamon Spice Black Loose Leaf Tea. A very warm and high cinnamon flavor, with a clean, spicy, crisp finish.  Blended nicely with a brisk Ceylon and oranges to produce a classic orange spice flavor.  This one is great with milk as well. Uniq Teas is a great place to shop fopr teas and buy tea.    UniqTeas Orange Cinnamon Spice Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Black tea, orange peel, and cinnamon chips with cinnamon orange spice flavor </p>","11.25","Select Orange Cinnamon Spice Loose Leaf Tea and other Orange Cinnamon Spice black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Orange Cinnamon Spice Loose Leaf Tea,Orange Cinnamon Spice","698318840","727197546","20000","","Categories>Flavored Tea> Flavored Black Tea","",""
"TBCON-0038","Bold Leaf Pu-erh Loose Leaf Tea","<h3>Description</h3> <p>A well made even leaf style. Pu-erh is a tea which has been aged. It reminds one of a coffee but is really a fine tea.     UniqTeas Bold Leaf Pu-erh Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Pu-erh in leaf form.</p>","22.5","Select Bold Leaf Pu-erh Loose Leaf Tea and other Puerh, Pu-erh black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Bold Leaf Pu-erh Loose Leaf Tea,Puerh, Pu-erh","698318840","727197546","20000","","Categories>China>Black Tea","",""
"TBVNN-0040","Lapsang Souchong Loose Leaf Tea","<h3>Description</h3> <p>Consistently referred to as 'the masculine tea', and 'comparable to a fine scotch', this tea has quite the reputation. and contrary to popular belief, the ladies might like it too. carefully cured in the smoke of fragrant Chinese pine wood, this superior quality lapsang is deeply aromatic and uniquely flavorful   UniqTeas Lapsang Souchong Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Smokey black tea from china. </p>","15","Select Lapsang Souchong Loose Leaf Tea and other Lapsang, Souchong, Russian Caravan black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Lapsang Souchong Loose Leaf Tea,Lapsang, Souchong, Russian Caravan","698318840","727197546","20000","","Categories>China>Black Tea","",""
"TBCNN-0041","Pressed Puerh Tuo Cha Bowls Loose Leaf Tea","<h3>Description</h3> <p>The leaves for tuo cha are pressed in small bowls and individually wrapped, the same process as when making a tea brick. not everyone's favorite, this tea tastes a bit like soil, yet still has a solid following among tea lovers and like the loose variant, is reported to be a fantastic digestive aid with little caffeine   UniqTeas Pressed Puerh Tuo Cha Bowls Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Pressed Pu-erh Tea in small bird nest shape.</p>","16.5","Select Pressed Puerh Tuo Cha Bowls Loose Leaf Tea and other Puerh, Pu-erh, pu ehr, pu erh, pu-ehr,puehr black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Pressed Puerh Tuo Cha Bowls Loose Leaf Tea,Puerh, Pu-erh, pu ehr, pu erh, pu-ehr,puehr","698318840","727197546","20000","","Categories>China>Black Tea","",""
"TBVNN-0042","Raspberry Loose Leaf Tea","<h3>Description</h3> <p>Uniq Teas Smokey Russian Caravan Loose Leaf Black Tea is very smokey as it has been roasted over a fire. . For a full-bodied, sweet and malty taste, Uniq Teas Smokey Russian Caravan Tea blends the smokiness of Lapsang Souchong, Keemun black tea and fine Oolong teas that add a smokey tea.    UniqTeas Raspberry Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Black tea and raspberry leaves with raspberry flavor </p>","11.25","Select Raspberry Loose Leaf Tea and other Raspberry black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Raspberry Loose Leaf Tea,Raspberry","698318840","727197546","20000","Sweetness:3|Fruity:5|Nutty:0|Vegetal:0|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:4","Categories>Flavored Tea> Flavored Black Tea","",""
"TBVNN-0043","Smokey Russian Caravan Loose Leaf Tea","<h3>Description</h3> <p>A good proportion of lapsang souchong gives this blend its apparent smoky character while fine china and keemun teas add a fruity undertone.  UniqTeas Smokey Russian Caravan Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Russian Caravan.</p>","12","Select Smokey Russian Caravan Loose Leaf Tea and other Russian Caravan black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Smokey Russian Caravan Loose Leaf Tea,Russian Caravan","698318840","727197546","20000","","Categories>China>Black Tea","",""
"TBVNN-0044","Tea & Cookies Loose Leaf Tea","<h3>Description</h3> <p>You’ll love how the sweet apple, scent of juicy oranges, and delicate cream sooth the spicy bits of cinnamon, coriander, cardamom, cloves and hot fruity pepper.  Add a little milk and sugar and you’ll enjoy a special treat.  UniqTeas Tea & Cookies Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>black tea, apple pieces, cinnamon bits, coriander, flavoring, cardamom pods, orange slices, pink pepper, cloves.</p>","15.6","Select Tea & Cookies Loose Leaf Tea and other Spice Tea, Orange Tea, Chai Tea black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Tea & Cookies Loose Leaf Tea,Spice Tea, Orange Tea, Chai Tea","698318840","727197546","20000","","Categories>Flavored Tea> Flavored Black Tea","",""
"TBVNN-0045","Vanilla Loose Leaf Tea","<h3>Description</h3> <p>Ever wonder where the vanilla flavor has gone to in your tea?  Well, you won’t with this one.  We blend a fine quality keemun tea with real vanilla for a creamy flavor that stands up to the briskness of the tea.  You’ll love this one.  UniqTeas Vanilla Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Black tea with vanilla bean and vanilla flavoring.</p>","11.25","Select Vanilla Loose Leaf Tea and other Vanilla black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Vanilla Loose Leaf Tea,Vanilla","698318840","727197546","20000","Sweetness:3|Fruity:0|Nutty:2|Vegetal:0|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:null","Categories>Flavored Tea> Flavored Black Tea","",""
"TBVNN-0046","Orange Vanilla Cream Loose Leaf Tea","<h3>Description</h3> <p>A fine black tea blended with vanilla and citrus to give a full mouth flavor, creamy consistency, and a little tang for a finish.  UniqTeas Orange Vanilla Cream Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Black tea, orange peel. Vanilla bits, orange and vanilla flavor. </p>","13.5","Select Orange Vanilla Cream Loose Leaf Tea and other Orange Vanilla black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Orange Vanilla Cream Loose Leaf Tea,Orange Vanilla","698318840","727197546","20000","","Categories>Flavored Tea> Flavored Black Tea","",""
"TBSNN-0047","Vithanakanda Long Leaf Loose Leaf Tea","<h3>Description</h3> <p>A robust flavorful black tea from Sri Lanka with wiry silver tipped leaves.  One of the finest and most prized teas out of Ceylon.   UniqTeas Vithanakanda Long Leaf Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Black tea from Sri-Lanka.</p>","15.75","Select Vithanakanda Long Leaf Loose Leaf Tea and other Ceylon black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Vithanakanda Long Leaf Loose Leaf Tea,Ceylon","698318840","727197546","20000","","Categories>Sri Lanka","",""
"TBCNN-0049","Yunnan TGFOP - 1st Grade Loose Leaf Tea","<h3>Description</h3> <p>Even more golden tip content makes this a sweet and robust Yunnan   UniqTeas Yunnan TGFOP - 1st Grade Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Yunnan tea</p>","15","Select Yunnan TGFOP - 1st Grade Loose Leaf Tea and other Yunnan black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Yunnan TGFOP - 1st Grade Loose Leaf Tea,Yunnan","698318840","727197546","20000","","Categories>China>Black Tea","",""
"TBVNN-0050","Ginger Black Loose Leaf Tea","<h3>Description</h3> <p>In the West, ginger is a very popular ingredient in many seasonal desserts. In the East, it's celebrated as a digestive and palate cleanser.  UniqTeas Ginger Black Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Black tea and ginger root with ginger flavor.</p>","11.25","Select Ginger Black Loose Leaf Tea and other Ginger Tea black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Ginger Black Loose Leaf Tea,Ginger Tea","698318840","727197546","20000","Sweetness:0|Fruity:0|Nutty:0|Vegetal:0|Woody:0|Aroma:3|Spicy:3|Floral: 0|Strength:null","Categories>Flavored Tea> Flavored Black Tea","",""
"TBVNN-0051","Tutti Fruity Loose Leaf Tea","<h3>Description</h3> <p>Real strawberries, cranberries, and raspberry pieces combined with a fine black tea create a tea with a comforting, sweet earthy aroma and deeply fruity flavor and finish.   UniqTeas Tutti Fruity Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Black tea, cranberry pieces, and safflowers with cranberry, strawberry, and raspberry flavor </p>","12","Select Tutti Fruity Loose Leaf Tea and other Fruit Tea,Raspberry, Strawberry, cranberry black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Tutti Fruity Loose Leaf Tea,Fruit Tea,Raspberry, Strawberry, cranberry","698318840","727197546","20000","","Categories>Flavored Tea> Flavored Black Tea","",""
"TBVNN-0052","Paradise Passions Loose Leaf Tea","<h3>Description</h3> <p>We all have our very own paradise passions.  Here we've combined two of them, pineapple and papaya to make a mouthwatering sweet tea.  Take a sip and be whisked away to a sunny beach where you can chase your other passions.  UniqTeas Paradise Passions Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Black tea, pineapple bits, papaya bits, marigolds, pineapple and papaya flavoring. </p>","14.25","Select Paradise Passions Loose Leaf Tea and other Pineapple, papaya black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Paradise Passions Loose Leaf Tea,Pineapple, papaya","698318840","727197546","20000","","Categories>Flavored Tea> Flavored Black Tea","",""
"TBINN-0053","Black Swan Loose Leaf Tea","<h3>Description</h3> <p>One of our most popular teas.  This finely ground tea has a deep rich flavor with a warm vanilla undertone.  Don't be fooled by the size of the tea granules.  This is not tea dust.  It's intentionally ground.  You might be surprised at how much flavor it has.  UniqTeas Black Swan Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>A Strong corsley black tea from India with vanilla flavor. </p>","26.25","Select Black Swan Loose Leaf Tea and other Vanilla Tea black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Black Swan Loose Leaf Tea,Vanilla Tea","698318840","727197546","20000","","Categories>India","",""
"TBION-0054","Ginger Orange Peach Loose Leaf Tea","<h3>Description</h3> <p>The soft warmth of ginger, sweet summer ripened peaches, and tangy orange combine into a full flavored tea with a refreshing mouth feel.  Makes a fantastic iced tea.  UniqTeas Ginger Orange Peach Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Organic black tea, ginger roots, orange peel, and peach pieces with ginger, orange, and peach flavor. </p>","15.75","Select Ginger Orange Peach Loose Leaf Tea and other Ginger Tea, Peach Tea, Orange black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Ginger Orange Peach Loose Leaf Tea,Ginger Tea, Peach Tea, Orange","698318840","727197546","20000","","Categories>Flavored Tea> Flavored Black Tea","",""
"TBVNN-0055","Black Cherry Loose Leaf Tea","<h3>Description</h3> <p>A fine black tea with the sweetness of cherries.  It'll tickle you tongue.  UniqTeas Black Cherry Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Black tea, safflowers, cherries, and cherry flavor</p>","11.25","Select Black Cherry Loose Leaf Tea and other Cherry black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Black Cherry Loose Leaf Tea,Cherry","698318840","727197546","20000","Sweetness:3|Fruity:4|Nutty:0|Vegetal:0|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:null","Categories>Flavored Tea> Flavored Black Tea","",""
"TBVNN-0056","Peach Tea Loose Leaf Tea","<h3>Description</h3> <p>The classic beloved Peach tea.  What more can be said of it.  Hot or iced it's fantastic.  UniqTeas Peach Tea Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Black tea, marigolds, and peach pieces with peach flavor. </p>","11.25","Select Peach Tea Loose Leaf Tea and other Peach black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Peach Tea Loose Leaf Tea,Peach","698318840","727197546","20000","Sweetness:3|Fruity:4|Nutty:null|Vegetal:0|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:null","Categories>Flavored Tea> Flavored Black Tea","",""
"TBVNN-0057","Decaf Irish Breakfast Loose Leaf Tea","<h3>Description</h3> <p>A decaffeinated version of our Irish Breakfast.  UniqTeas Decaf Irish Breakfast Loose Leaf Tea is a wonderful black tea, decaffeinated tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Decaf Irish Breakfast </p>","13.5","Select Decaf Irish Breakfast Loose Leaf Tea and other Irish black tea, decaffeinated teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea, Decaffeinated Tea,Decaf Irish Breakfast Loose Leaf Tea,Irish","698318840","727197546","20000","","Categories>Flavored Tea> Flavored Black Tea|Categories>Decaf Tea","",""
"TBVNN-0058","Decaf Earl Grey Loose Leaf Tea","<h3>Description</h3> <p>A decaffeinated version of our Earl Grey tea.  UniqTeas Decaf Earl Grey Loose Leaf Tea is a wonderful black tea, decaffeinated tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Decaf Earl Grey</p>","13.5","Select Decaf Earl Grey Loose Leaf Tea and other Bergamot black tea, decaffeinated teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea, Decaffeinated Tea,Decaf Earl Grey Loose Leaf Tea,Bergamot","698318840","727197546","20000","","Categories>Flavored Tea> Flavored Black Tea|Categories>Decaf Tea","",""
"TBVNN-0059","Holiday Spice Tea Loose Leaf Tea","<h3>Description</h3> <p>Black tea, orange peel, apple pieces, almond pieces, cinnamon chips, rose petals with cinnamon, orange spice and orange flavor  UniqTeas Holiday Spice Tea Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Black tea, orange peel, apple pieces, almond pieces, cinnamon chips, rose petals with cinnamon, orange spice and orange flavor</p>","11.25","Select Holiday Spice Tea Loose Leaf Tea and other Spice Tea black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Holiday Spice Tea Loose Leaf Tea,Spice Tea","698318840","727197546","20000","Sweetness:3|Fruity:4|Nutty:null|Vegetal:0|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:null","Categories>Flavored Tea> Flavored Black Tea","",""
"TBCNN-0060","Yunnan Imperial Loose Leaf Tea","<h3>Description</h3> <p>A small stylish leaf style with golden tips. Steeps a sweet and fragrant cup.  UniqTeas Yunnan Imperial Loose Leaf Tea is a wonderful black tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Yunnan tea with lots of golden tips.</p>","20.25","Select Yunnan Imperial Loose Leaf Tea and other Yunnan black teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Black Tea,Yunnan Imperial Loose Leaf Tea,Yunnan","698318840","727197546","20000","","Categories>China>Black Tea","",""
"TFANN-0001","Blood Orange Loose Leaf Tea","<h3>Description</h3> <p>Rooibos, orange peel, hibiscus, rose-hips, apple pieces, safflowers, and rose petals with orange, vanilla, and lemon flavor.   UniqTeas Blood Orange Loose Leaf Tea is a wonderful fruit tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Rooibos, orange peel, hibiscus, rose hips, apple pieces, safflowers, and rose petals with orange, vanilla, and lemon flavor. </p>","18.75","Select Blood Orange Loose Leaf Tea and other Orange fruit teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Fruit Tea,Blood Orange Loose Leaf Tea,Orange","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:0|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:3","Categories>Flavored Tea> Flavored Fruit Tea","",""
"TFVNN-0002","Blueberry Morning Loose Leaf Tea","<h3>Description</h3> <p>Like to start your mornings off with a blueberry muffin?  Well, fruit tea tastes just like one.  Accents of a high-bush blueberry, slightly sweet, rounded out with the slightly toasted flavor of a warm baked muffin.  UniqTeas Blueberry Morning Loose Leaf Tea is a wonderful fruit tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>apple pieces, hibiscus blossoms, rose hip peels, caramel pieces, flavoring, freeze-dried yoghurt and blueberry pieces, mallow blossoms</p>","16.9","Select Blueberry Morning Loose Leaf Tea and other Blueberry fruit teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Fruit Tea,Blueberry Morning Loose Leaf Tea,Blueberry","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:0|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:3","Categories>Flavored Tea> Flavored Fruit Tea","",""
"TFANN-0003","Peach Cardinal Loose Leaf Tea","<h3>Description</h3> <p>Elderberries, hibiscus, apple pieces, papaya cubes, currants, rose hip peels, flavoring, black currants, bilberries, freeze-dried strawberry pieces, cornflower petals.  With all that you might ask why this is called Peach Cardinal, but just try it and you'll see why.  UniqTeas Peach Cardinal Loose Leaf Tea is a wonderful fruit tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Elderberries, hibiscus, apple pieces, papaya cubes, currants, rose hip peels, flavoring, black currants, bilberries, freeze-dried strawberry pieces, cornflower petals.</p>","16.6","Select Peach Cardinal Loose Leaf Tea and other Peach fruit teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Fruit Tea,Peach Cardinal Loose Leaf Tea,Peach","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:0|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:3","Categories>Flavored Tea> Flavored Fruit Tea","",""
"TFVNN-0004","Roasted Almond Loose Leaf Tea","<h3>Description</h3> <p>This festive fruit tisane is great all year round.  Sweet roasted, caramelized almonds, apples, and beetroot sprinkled with cinnamon make this a delectable favorite.  UniqTeas Roasted Almond Loose Leaf Tea is a wonderful fruit tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Apples, Almonds, Cinnamon, and Beet Root pieces.</p>","16.45","Select Roasted Almond Loose Leaf Tea and other Almond fruit teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Fruit Tea,Roasted Almond Loose Leaf Tea,Almond","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:0|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:3","Categories>Flavored Tea> Flavored Fruit Tea","",""
"TFVNN-0005","Thank You Berry Much Loose Leaf Tea","<h3>Description</h3> <p>A delightful blend of natural fruits jam packed with sweetness without any added sugar.  All natural, caffeine free, and simply delectable.   UniqTeas Thank You Berry Much Loose Leaf Tea is a wonderful fruit tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Elderberries, hibiscus, apple pieces, black currants, flavoring, freeze-dried blackberry, strawberry and raspberry pieces, wild strawberry leaves.</p>","17.8","Select Thank You Berry Much Loose Leaf Tea and other Berry Tea fruit teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Fruit Tea,Thank You Berry Much Loose Leaf Tea,Berry Tea","698318840","727197546","20000","Sweetness:4|Fruity:5|Nutty:0|Vegetal:0|Woody:0|Aroma:4|Spicy:0|Floral: 0|Strength:3","Categories>Flavored Tea> Flavored Fruit Tea","",""
"TFVNN-0006","Two Fruits and a Nut Loose Leaf Tea","<h3>Description</h3> <p>Cherries, Kiwis, and almonds!  Who dreamed this one up?  Who cares, it's so delicious you can be thankful anyway.  UniqTeas Two Fruits and a Nut Loose Leaf Tea is a wonderful fruit tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Cherry pieces, kiwi pieces, and coconut slivers.</p>","20.75","Select Two Fruits and a Nut Loose Leaf Tea and other cherry, kiwi, coconut fruit teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Fruit Tea,Two Fruits and a Nut Loose Leaf Tea,cherry, kiwi, coconut","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:0|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:3","Categories>Flavored Tea> Flavored Fruit Tea","",""
"TFVNN-0007","Fruitini Loose Leaf Tea","<h3>Description</h3> <p>Pineapple, mango, orange, and Strawberry.  UniqTeas Fruitini Loose Leaf Tea is a wonderful fruit tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>pineapple cubes (pineapple, sugar), mango cubes (mango, sugar), pineapple and mango flakes, orange slices, flavoring, freeze-dried tangerine-orange pieces, safflower, marigold blossoms, freeze-dried strawberry slices.</p>","24.85","Select Fruitini Loose Leaf Tea and other pineapple, mango, orange, strawberry fruit teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Fruit Tea,Fruitini Loose Leaf Tea,pineapple, mango, orange, strawberry","698318840","727197546","20000","","Categories>Flavored Tea> Flavored Fruit Tea","",""
